id,name,genre_id,unit_id,nutrition
228,料理酒,5,4,"{""fat"":0,""salt"":0,""protein"":0.03,""calories"":13,""carbohydrates"":0.71}"
229,みりん,5,4,"{""fat"":0,""salt"":0,""protein"":0.02,""calories"":40.68,""carbohydrates"":0}"
230,酢,5,4,"{""fat"":0,""salt"":0,""protein"":0.01,""calories"":3.75,""carbohydrates"":0}"
231,みそ,5,4,"{""fat"":2.12,""salt"":0,""protein"":2.38,""calories"":34.92,""carbohydrates"":1.03}"
232,バター,5,4,"{""fat"":0.5,""salt"":0,""protein"":0.6,""calories"":745,""carbohydrates"":81}"
233,サラダ油,5,4,"{""fat"":0,""salt"":0,""protein"":0,""calories"":110.52,""carbohydrates"":12}"
234,オリーブオイル,5,4,"{""fat"":0,""salt"":0,""protein"":0,""calories"":110.52,""carbohydrates"":12}"
235,ごま油,5,4,"{""fat"":0,""salt"":0,""protein"":0,""calories"":110.52,""carbohydrates"":12}"
236,マヨネーズ,5,4,"{""fat"":0,""salt"":0,""protein"":0.18,""calories"":84.36,""carbohydrates"":9.04}"
237,ケチャップ,5,4,"{""fat"":0.12,""salt"":0,""protein"":0.2,""calories"":14.28,""carbohydrates"":0}"
238,ドレッシング,5,4,"{""fat"":0,""salt"":0,""protein"":1.45,""calories"":61.2,""carbohydrates"":4.47}"
239,レモン汁,5,5,"{""fat"":0,""salt"":0,""protein"":0.02,""calories"":1.3,""carbohydrates"":0.01}"
240,めんつゆ（3倍濃縮）,5,4,"{""fat"":0.74,""salt"":0,""protein"":0.81,""calories"":17.64,""carbohydrates"":0}"
241,ソース,5,4,"{""fat"":0,""salt"":0,""protein"":0.17,""calories"":19.89,""carbohydrates"":0.02}"
242,はちみつ,5,4,"{""fat"":0.02,""salt"":0,""protein"":0.04,""calories"":61.74,""carbohydrates"":0}"
243,豆板醤,5,4,"{""fat"":0.41,""salt"":3.2,""protein"":0.36,""calories"":9,""carbohydrates"":1.42}"
244,豆鼓,5,4,"{""fat"":2.21,""salt"":3.02,""protein"":5.4,""calories"":53.64,""carbohydrates"":2.84}"
245,甜麺醤,5,4,"{""fat"":1.39,""salt"":1.31,""protein"":1.53,""calories"":45,""carbohydrates"":6.86}"
246,おろし,5,5,"{""fat"":0.12,""salt"":0,""protein"":0.19,""calories"":6.84,""carbohydrates"":0.02}"
247,おろししょうが,5,5,"{""fat"":0.01,""salt"":0,""protein"":0.03,""calories"":1.72,""carbohydrates"":0.02}"
248,オイスターソース,5,4,"{""fat"":1.1,""salt"":0,""protein"":1.39,""calories"":19.26,""carbohydrates"":0.05}"
249,スープの素,5,4,"{""fat"":0.22,""salt"":2.16,""protein"":0.35,""calories"":12,""carbohydrates"":2.11}"
250,わさび,5,5,"{""fat"":0.11,""salt"":0,""protein"":0.2,""calories"":15.9,""carbohydrates"":0.62}"
251,からし,5,4,"{""fat"":0,""salt"":0,""protein"":1.06,""calories"":56.7,""carbohydrates"":2.61}"
252,ワイン,5,4,"{""fat"":0,""salt"":0,""protein"":0.02,""calories"":23.94,""carbohydrates"":0}"
253,ポン酢,5,4,"{""fat"":0,""salt"":0,""protein"":0.61,""calories"":8.46,""carbohydrates"":0.02}"
254,マスタード,5,4,"{""fat"":0.77,""salt"":0,""protein"":0.86,""calories"":31.32,""carbohydrates"":1.91}"
255,ラー油,5,4,"{""fat"":0,""salt"":0,""protein"":0.01,""calories"":110.28,""carbohydrates"":11.98}"
256,コチュジャン,5,4,"{""fat"":0.63,""salt"":0.69,""protein"":1.39,""calories"":43,""carbohydrates"":9.07}"
257,柚子こしょう,5,4,"{""fat"":0,""salt"":0,""protein"":0.23,""calories"":8.82,""carbohydrates"":0.14}"
258,ナンプラー,5,4,"{""fat"":1.05,""salt"":0,""protein"":1.55,""calories"":8.16,""carbohydrates"":0.02}"
259,バルサミコ酢,5,4,"{""fat"":0,""salt"":0,""protein"":0.07,""calories"":14.85,""carbohydrates"":0}"
260,タバスコ,5,5,"{""fat"":0.03,""salt"":0.08,""protein"":0.04,""calories"":3,""carbohydrates"":0.64}"
261,デミグラスソース,5,12,"{""fat"":0,""salt"":0,""protein"":8.41,""calories"":237.8,""carbohydrates"":8.7}"
262,チリソース,5,5,"{""fat"":0,""salt"":0,""protein"":0.32,""calories"":20.7,""carbohydrates"":0.02}"
263,塩こうじ,5,4,"{""fat"":0.16,""salt"":3.12,""protein"":0.53,""calories"":24,""carbohydrates"":5.46}"
264,たれ,5,4,"{""fat"":0.61,""salt"":0,""protein"":0.73,""calories"":28.73,""carbohydrates"":0.37}"
265,カレー粉,6,4,"{""fat"":0.61,""salt"":0,""protein"":0.78,""calories"":24.9,""carbohydrates"":0.73}"
266,パセリ,6,5,"{""fat"":0.55,""salt"":0,""protein"":0.57,""calories"":6.82,""carbohydrates"":0.04}"
267,バジル,6,5,"{""fat"":0.35,""salt"":0,""protein"":0.42,""calories"":6.14,""carbohydrates"":0.04}"
268,シナモン,6,5,"{""fat"":0.05,""salt"":0,""protein"":0.07,""calories"":7.28,""carbohydrates"":0.07}"
269,ローリエ,6,8,"{""fat"":0,""salt"":0,""protein"":0,""calories"":0,""carbohydrates"":0}"
270,ナツメグ,6,5,"{""fat"":0,""salt"":0,""protein"":0.11,""calories"":11.18,""carbohydrates"":0.77}"
271,パクチー,6,5,"{""fat"":0,""salt"":0,""protein"":0,""calories"":0,""carbohydrates"":0}"
272,とうがらし,6,7,"{""fat"":0.13,""salt"":0,""protein"":0.17,""calories"":1.75,""carbohydrates"":0.01}"
273,ローズマリー,6,5,"{""fat"":0,""salt"":0,""protein"":0,""calories"":0,""carbohydrates"":0}"
274,山椒,6,5,"{""fat"":0,""salt"":0,""protein"":0.21,""calories"":7.5,""carbohydrates"":0.12}"
275,クミン,6,5,"{""fat"":0.47,""salt"":0,""protein"":0.37,""calories"":10.1,""carbohydrates"":0.93}"
276,ターメリック,6,5,"{""fat"":0.05,""salt"":0,""protein"":0.14,""calories"":6.78,""carbohydrates"":1.44}"
277,サフラン,6,5,"{""fat"":0.12,""salt"":0,""protein"":0.22,""calories"":6.2,""carbohydrates"":1.3}"
278,オールスパイス,6,4,"{""fat"":0.34,""salt"":0.01,""protein"":0.34,""calories"":22,""carbohydrates"":4.51}"
279,ガーリックパウダー,6,5,"{""fat"":0,""salt"":0,""protein"":0.4,""calories"":7.64,""carbohydrates"":0.02}"
280,オレガノ,6,5,"{""fat"":0.1,""salt"":0,""protein"":0.16,""calories"":6.96,""carbohydrates"":1.34}"
281,タイム,6,5,"{""fat"":0,""salt"":0,""protein"":0.13,""calories"":7.04,""carbohydrates"":0.1}"
282,ミント,6,1,"{""fat"":0.5,""salt"":0,""protein"":18,""calories"":35,""carbohydrates"":7}"
283,八角,6,3,"{""fat"":1.3,""salt"":0.01,""protein"":0.7,""calories"":75,""carbohydrates"":15.2}"
284,チリパウダー,6,5,"{""fat"":0.19,""salt"":0,""protein"":0.3,""calories"":7.48,""carbohydrates"":0.16}"
285,パプリカパウダー,6,5,"{""fat"":0.23,""salt"":0,""protein"":0.31,""calories"":8,""carbohydrates"":1.11}"
286,クローブ,6,4,"{""fat"":0.31,""salt"":0,""protein"":0.43,""calories"":25.02,""carbohydrates"":0.82}"
287,カルダモン,6,5,"{""fat"":0.04,""salt"":0,""protein"":0.12,""calories"":7.04,""carbohydrates"":1.48}"
288,ディル,6,5,"{""fat"":0.02,""salt"":0,""protein"":0.06,""calories"":0.86,""carbohydrates"":0.14}"
289,セージ,6,5,"{""fat"":0,""salt"":0,""protein"":0.13,""calories"":7.68,""carbohydrates"":0.2}"
290,レモングラス,6,5,"{""fat"":0,""salt"":0,""protein"":0.03,""calories"":1.98,""carbohydrates"":0.5}"
291,チャービル,6,5,"{""fat"":0.07,""salt"":0,""protein"":0.46,""calories"":4.72,""carbohydrates"":0.98}"
292,卵,7,3,"{""fat"":5.51,""salt"":0,""protein"":6.4,""calories"":78.52,""carbohydrates"":5.36}"
293,牛乳,7,2,"{""fat"":1.45,""salt"":0,""protein"":1.65,""calories"":33.5,""carbohydrates"":1.9}"
294,豆腐,7,30,"{""fat"":18.6,""salt"":0,""protein"":19.8,""calories"":216,""carbohydrates"":12.6}"
295,ヨーグルト,7,1,"{""fat"":1.6,""salt"":0,""protein"":1.8,""calories"":31,""carbohydrates"":1.5}"
296,クリーム,7,1,"{""fat"":0.85,""salt"":0,""protein"":1,""calories"":216.5,""carbohydrates"":22.5}"
297,プロセスチーズ,7,1,"{""fat"":10.55,""salt"":0,""protein"":11.35,""calories"":169.5,""carbohydrates"":13}"
298,スライスチーズ,7,1,"{""fat"":10.55,""salt"":0,""protein"":11.35,""calories"":169.5,""carbohydrates"":13}"
299,豆乳,7,2,"{""fat"":1.65,""salt"":0,""protein"":1.8,""calories"":23,""carbohydrates"":1}"
300,納豆,7,15,"{""fat"":7.1,""salt"":0,""protein"":8.25,""calories"":100,""carbohydrates"":5}"
301,油揚げ,7,8,"{""fat"":6.72,""salt"":0,""protein"":7.02,""calories"":123,""carbohydrates"":10.32}"
302,厚揚げ,7,8,"{""fat"":22.6,""salt"":1.6,""protein"":21.4,""calories"":286,""carbohydrates"":1.8}"
303,粉チーズ,7,4,"{""fat"":2.47,""salt"":0,""protein"":2.64,""calories"":28.5,""carbohydrates"":1.85}"
304,クリームチーズ,7,15,"{""fat"":14.8,""salt"":0,""protein"":16.4,""calories"":692,""carbohydrates"":66}"
305,モッツァレラチーズ,7,3,"{""fat"":0,""salt"":0,""protein"":1.47,""calories"":22.08,""carbohydrates"":1.59}"
306,カマンベールチーズ,7,3,"{""fat"":20.76,""salt"":0,""protein"":22.92,""calories"":372,""carbohydrates"":29.64}"
307,チーズ,7,1,"{""fat"":14.7,""salt"":0,""protein"":14.45,""calories"":178,""carbohydrates"":12.5}"
308,豆,7,1,"{""fat"":16.05,""salt"":0,""protein"":16.9,""calories"":211,""carbohydrates"":9.85}"
309,大豆,7,1,"{""fat"":16.05,""salt"":0,""protein"":16.9,""calories"":211,""carbohydrates"":9.85}"
310,きなこ,7,1,"{""fat"":16.8,""salt"":0,""protein"":18.35,""calories"":225,""carbohydrates"":12.85}"
311,おから,7,1,"{""fat"":2.65,""salt"":0,""protein"":3.05,""calories"":55.5,""carbohydrates"":1.8}"
312,あずき,7,1,"{""fat"":8.5,""salt"":0,""protein"":10.15,""calories"":169.5,""carbohydrates"":1.1}"
313,高野豆腐,7,3,"{""fat"":5.46,""salt"":0.18,""protein"":8.08,""calories"":79,""carbohydrates"":0.67}"
314,湯葉,7,1,"{""fat"":10.45,""salt"":0,""protein"":10.9,""calories"":115.5,""carbohydrates"":6.85}"
315,スキムミルク,7,17,"{""fat"":0.9,""salt"":1.26,""protein"":30.6,""calories"":319,""carbohydrates"":47.97}"
316,ココナッツミルク,7,2,"{""fat"":0.9,""salt"":0,""protein"":0.95,""calories"":75,""carbohydrates"":8}"
317,サワークリーム,7,4,"{""fat"":5.69,""salt"":0.02,""protein"":0.32,""calories"":54,""carbohydrates"":0.95}"
318,うずらの卵,7,3,"{""fat"":1.11,""salt"":0,""protein"":1.26,""calories"":17.9,""carbohydrates"":1.31}"
319,ピータン,7,3,"{""fat"":0,""salt"":0,""protein"":7.54,""calories"":117.7,""carbohydrates"":9.08}"
320,わかめ,8,1,"{""fat"":0.7,""salt"":0,""protein"":0.95,""calories"":8,""carbohydrates"":0.1}"
321,ひじき,8,1,"{""fat"":3.6,""salt"":0,""protein"":4.6,""calories"":74.5,""carbohydrates"":1.6}"
322,のり,8,8,"{""fat"":0.94,""salt"":0,""protein"":1.24,""calories"":5.64,""carbohydrates"":0.11}"
323,昆布,8,1,"{""fat"":2.15,""salt"":0,""protein"":2.7,""calories"":52.5,""carbohydrates"":0.25}"
324,塩昆布,8,1,"{""fat"":0,""salt"":0,""protein"":8.45,""calories"":55,""carbohydrates"":0.2}"
325,とろろこんぶ,8,4,"{""fat"":0.09,""salt"":0.53,""protein"":0.65,""calories"":18,""carbohydrates"":5.02}"
326,青のり,8,4,"{""fat"":0.13,""salt"":0.2,""protein"":0.74,""calories"":6,""carbohydrates"":1.03}"
327,もずく,8,15,"{""fat"":0.14,""salt"":0,""protein"":0.14,""calories"":2.8,""carbohydrates"":0.07}"
328,りんご,9,3,"{""fat"":0.26,""salt"":0,""protein"":0.26,""calories"":145.35,""carbohydrates"":0.51}"
329,バナナ,9,7,"{""fat"":0.63,""salt"":0,""protein"":0.99,""calories"":77.4,""carbohydrates"":0.18}"
330,オレンジ,9,3,"{""fat"":0.6,""salt"":0,""protein"":1.08,""calories"":55.2,""carbohydrates"":0.12}"
331,いちご,9,15,"{""fat"":1.2,""salt"":0,""protein"":1.8,""calories"":68,""carbohydrates"":0.2}"
332,キウイ,9,3,"{""fat"":0.75,""salt"":0,""protein"":0.94,""calories"":49.82,""carbohydrates"":0.09}"
333,ブルーベリー,9,15,"{""fat"":0.38,""salt"":0,""protein"":0.63,""calories"":61.25,""carbohydrates"":0.13}"
334,ジャム,9,4,"{""fat"":0.06,""salt"":0,""protein"":0.08,""calories"":53.76,""carbohydrates"":0.02}"
335,ピーナッツバター,9,4,"{""fat"":2.86,""salt"":0,""protein"":3.05,""calories"":76.8,""carbohydrates"":6.08}"
336,チョコレート,9,1,"{""fat"":2.9,""salt"":0,""protein"":3.45,""calories"":279,""carbohydrates"":17.05}"
337,レーズン,9,1,"{""fat"":0.1,""salt"":2.05,""protein"":1.35,""calories"":162,""carbohydrates"":40.15}"
338,ナッツ,9,1,"{""fat"":28.37,""salt"":0,""protein"":8.93,""calories"":325,""carbohydrates"":10.43}"
339,香料,9,20,"{""fat"":0,""salt"":0,""protein"":0,""calories"":0,""carbohydrates"":0}"
340,リキュール,9,2,"{""fat"":0,""salt"":0,""protein"":0,""calories"":140,""carbohydrates"":0}"
341,ブランデー,9,2,"{""fat"":0,""salt"":0,""protein"":0,""calories"":118.5,""carbohydrates"":0}"
342,メープルシロップ,9,4,"{""fat"":0,""salt"":0,""protein"":0.02,""calories"":53.97,""carbohydrates"":0}"
343,黒みつ,9,4,"{""fat"":0,""salt"":0,""protein"":0,""calories"":32,""carbohydrates"":9.1}"
344,あんこ,9,1,"{""fat"":5.35,""salt"":0,""protein"":6.5,""calories"":29,""carbohydrates"":0.1}"
345,もも,9,3,"{""fat"":0.85,""salt"":0,""protein"":1.28,""calories"":85.2,""carbohydrates"":0.21}"
346,ぶどう,9,9,"{""fat"":0.34,""salt"":0,""protein"":0.68,""calories"":100.3,""carbohydrates"":0.17}"
347,パイナップル,9,3,"{""fat"":0.82,""salt"":0,""protein"":1.24,""calories"":105.06,""carbohydrates"":0.21}"
348,グレープフルーツ,9,3,"{""fat"":1.05,""salt"":0,""protein"":1.89,""calories"":79.8,""carbohydrates"":0.21}"
349,マンゴー,9,3,"{""fat"":0.97,""salt"":0,""protein"":1.17,""calories"":124.8,""carbohydrates"":0.2}"
350,みかん,9,3,"{""fat"":0.38,""salt"":0,""protein"":0.68,""calories"":30,""carbohydrates"":0.08}"
351,すいか,9,3,"{""fat"":1.13,""salt"":0,""protein"":2.25,""calories"":138.75,""carbohydrates"":0.38}"
352,メロン,9,29,"{""fat"":0.75,""salt"":0,""protein"":1.25,""calories"":52.5,""carbohydrates"":0.13}"
353,さくらんぼ,9,15,"{""fat"":1.6,""salt"":0,""protein"":2,""calories"":120,""carbohydrates"":0.4}"
354,柿,9,3,"{""fat"":0.55,""salt"":0,""protein"":0.73,""calories"":109.2,""carbohydrates"":0.36}"
355,梨,9,3,"{""fat"":0.51,""salt"":0,""protein"":0.76,""calories"":109.65,""carbohydrates"":0.26}"
356,あんず,9,3,"{""fat"":0.54,""salt"":0,""protein"":0.67,""calories"":24.12,""carbohydrates"":0.2}"
357,クランベリー,9,15,"{""fat"":0.09,""salt"":0,""protein"":0.34,""calories"":36,""carbohydrates"":8.79}"
358,プルーン,9,15,"{""fat"":1,""salt"":0,""protein"":1.4,""calories"":98,""carbohydrates"":0.2}"
359,洋なし,9,3,"{""fat"":0.51,""salt"":0,""protein"":0.76,""calories"":137.7,""carbohydrates"":0.26}"
360,きんかん,9,15,"{""fat"":0,""salt"":0,""protein"":1,""calories"":142,""carbohydrates"":1.4}"
361,プラム,9,3,"{""fat"":0.37,""salt"":0,""protein"":0.56,""calories"":40.92,""carbohydrates"":0.93}"
362,パパイヤ,9,3,"{""fat"":0.65,""salt"":0,""protein"":1.63,""calories"":107,""carbohydrates"":30.88}"
363,くり,9,1,"{""fat"":1.2,""salt"":0,""protein"":1.4,""calories"":82,""carbohydrates"":0.25}"
364,オレンジジュース,9,2,"{""fat"":0.15,""salt"":0,""protein"":0.35,""calories"":21,""carbohydrates"":0.05}"
365,リンゴジュース,9,2,"{""fat"":0,""salt"":0,""protein"":0.05,""calories"":21.5,""carbohydrates"":0.1}"
366,ぶどうジュース,9,2,"{""fat"":0,""salt"":0,""protein"":0.15,""calories"":23.5,""carbohydrates"":0.15}"
367,アイスクリーム,9,1,"{""fat"":1.7,""salt"":0,""protein"":1.95,""calories"":90,""carbohydrates"":4}"
368,マシュマロ,9,1,"{""fat"":1.05,""salt"":0,""protein"":1.1,""calories"":163,""carbohydrates"":0}"
369,クラッカー,9,8,"{""fat"":0.51,""salt"":0,""protein"":0.62,""calories"":25.62,""carbohydrates"":0.59}"
370,コーンフレーク,9,1,"{""fat"":3.3,""salt"":0,""protein"":3.9,""calories"":190.5,""carbohydrates"":0.85}"
371,水あめ,9,4,"{""fat"":0,""salt"":0,""protein"":0,""calories"":68.88,""carbohydrates"":0}"
372,かつお節,10,22,"{""fat"":1.88,""salt"":0,""protein"":2.27,""calories"":10.53,""carbohydrates"":0.1}"
373,こんにゃく,10,11,"{""fat"":0,""salt"":0,""protein"":0.3,""calories"":15,""carbohydrates"":0}"
374,しらたき,10,11,"{""fat"":0,""salt"":0,""protein"":0.4,""calories"":12,""carbohydrates"":0}"
375,ごま,10,4,"{""fat"":1.7,""salt"":0,""protein"":1.78,""calories"":52.02,""carbohydrates"":4.67}"
376,天かす,10,4,"{""fat"":4.7,""salt"":0.01,""protein"":0.7,""calories"":74,""carbohydrates"":2.5}"
377,キムチ,10,15,"{""fat"":0,""salt"":0,""protein"":7,""calories"":115,""carbohydrates"":0.75}"
378,ザーサイ,10,1,"{""fat"":1,""salt"":0,""protein"":1.25,""calories"":11.5,""carbohydrates"":0.05}"
379,めんま,10,1,"{""fat"":0.35,""salt"":0,""protein"":0.5,""calories"":9.5,""carbohydrates"":0.25}"
380,オリーブ,10,1,"{""fat"":0,""salt"":0,""protein"":0.5,""calories"":72.5,""carbohydrates"":7.5}"
381,ホワイトソース,10,1,"{""fat"":0.7,""salt"":0,""protein"":0.9,""calories"":49.5,""carbohydrates"":3.1}"
382,がんも,10,3,"{""fat"":5.66,""salt"":0,""protein"":5.81,""calories"":86.64,""carbohydrates"":6.76}"
383,さつま揚げ,10,3,"{""fat"":0,""salt"":0,""protein"":8.13,""calories"":90.35,""carbohydrates"":2.41}"
384,ぎょうざの皮,10,8,"{""fat"":0.5,""salt"":0,""protein"":0.56,""calories"":17.46,""carbohydrates"":0.08}"
385,ライスペーパー,10,8,"{""fat"":0.03,""salt"":0.18,""protein"":0.05,""calories"":36,""carbohydrates"":8.85}"
386,ところてん,10,15,"{""fat"":0.15,""salt"":0,""protein"":0.3,""calories"":3,""carbohydrates"":0}"
387,松の実,10,4,"{""fat"":7.25,""salt"":0,""protein"":1.46,""calories"":72,""carbohydrates"":0.81}"
388,ゆかり,10,11,"{""fat"":0.02,""salt"":0.48,""protein"":0.09,""calories"":2,""carbohydrates"":0.36}"
389,かんぴょう,10,11,"{""fat"":3.01,""salt"":0,""protein"":4.41,""calories"":182,""carbohydrates"":0.14}"
390,麩,10,3,"{""fat"":0.16,""salt"":0.02,""protein"":1.28,""calories"":17.55,""carbohydrates"":2.86}"
391,酒かす,10,15,"{""fat"":42.6,""salt"":0,""protein"":44.7,""calories"":681,""carbohydrates"":4.5}"
392,コーヒー,10,1,"{""fat"":1,""salt"":0,""protein"":1.1,""calories"":30,""carbohydrates"":1.1}"
393,紅茶,10,15,"{""fat"":0,""salt"":0.12,""protein"":0.81,""calories"":12.44,""carbohydrates"":0.1}"
394,茶,10,15,"{""fat"":0,""salt"":0.07,""protein"":0.58,""calories"":6.58,""carbohydrates"":0.08}"
395,甘栗,10,11,"{""fat"":2.92,""salt"":0,""protein"":3.33,""calories"":150.96,""carbohydrates"":0.61}"
396,甘酒,10,2,"{""fat"":0,""salt"":0,""protein"":0.85,""calories"":40.5,""carbohydrates"":0.05}"
397,梅,10,3,"{""fat"":0.08,""salt"":0,""protein"":0.15,""calories"":5.04,""carbohydrates"":0.08}"
398,梅干し,10,15,"{""fat"":0.34,""salt"":0,""protein"":0.61,""calories"":22.44,""carbohydrates"":0.14}"
399,梅酒,10,2,"{""fat"":0,""salt"":0,""protein"":0.05,""calories"":78,""carbohydrates"":0}"
400,トマトジュース,10,2,"{""fat"":0.35,""salt"":0,""protein"":0.35,""calories"":8.5,""carbohydrates"":0.05}"
401,野菜ジュース,10,2,"{""fat"":0.25,""salt"":0,""protein"":0.3,""calories"":8.5,""carbohydrates"":0}"
402,抹茶,10,4,"{""fat"":1.36,""salt"":0.19,""protein"":1.78,""calories"":19.44,""carbohydrates"":0.32}"
403,ポテトチップス,10,11,"{""fat"":2.64,""salt"":0,""protein"":2.82,""calories"":332.4,""carbohydrates"":21.12}"
